name,fam,kw,tr_n,tr_wr,tr_total,tr_tpd,tr_worst,te_n,te_wr,te_total,te_tpd,te_worst,n_tot,ok
keltner_fade#2_flat,keltner_fade,"{'trig': '30min', 'kc_mult': 1.5, 'tp_atr': 1.2, 'sl_atr': 1.8}",73,0.589041095890411,0.8684128448127924,2.433333333333333,-1.5,74,0.5540540540540541,-0.5386207909574865,2.3870967741935485,-1.4000000000000001,147,False
keltner_fade#1_strength,keltner_fade,"{'trig': '15min', 'kc_mult': 2.0, 'tp_atr': 1.5, 'sl_atr': 2.0}",60,0.6,-0.5323527407424395,2.0,-1.5,62,0.532258064516129,-0.5855126484568787,2.0,-1.5,122,False
zscore_fade#1_oneshot,zscore_fade,"{'trig': '15min', 'n': 96, 'z_in': 2.5}",17,0.7647058823529411,3.799999999999999,0.5666666666666667,-1.0,22,0.5909090909090909,-0.830414156784345,0.7096774193548387,-1.0,39,False
keltner_fade#3_oneshot,keltner_fade,"{'trig': '30min', 'kc_mult': 2.0, 'tp_atr': 1.5, 'sl_atr': 2.0}",21,0.6190476190476191,3.6744938169963888,0.7,-1.0,21,0.5238095238095238,-0.8862729714493331,0.6774193548387096,-1.0,42,False
zscore_fade#1_flat,zscore_fade,"{'trig': '15min', 'n': 96, 'z_in': 2.5}",38,0.6578947368421053,2.5693621985003827,1.2666666666666666,-1.4000000000000001,56,0.5892857142857143,-0.8950747390338278,1.8064516129032258,-1.4000000000000001,94,False
zscore_fade#2_flat,zscore_fade,"{'trig': '30min', 'n': 48, 'z_in': 2.0}",50,0.6,-2.0085094840051525,1.6666666666666667,-1.5,51,0.49019607843137253,-1.119363982480663,1.6451612903225807,-1.4000000000000001,101,False
orb_london#2_oneshot,orb_london,"{'trig': '15min', 'tp_mult': 1.0, 'sl_mode': 'far'}",25,0.48,-2.9732835030862863,0.8333333333333334,-1.0,27,0.48148148148148145,-1.2652481131812376,0.8709677419354839,-1.0,52,False
zscore_fade#0_oneshot,zscore_fade,"{'trig': '15min', 'n': 48, 'z_in': 2.0}",29,0.6551724137931034,1.8480917073170744,0.9666666666666667,-1.0,31,0.5806451612903226,-1.524231084759764,1.0,-1.0,60,False
keltner_fade#3_flat,keltner_fade,"{'trig': '30min', 'kc_mult': 2.0, 'tp_atr': 1.5, 'sl_atr': 2.0}",41,0.5609756097560976,2.3629192462835986,1.3666666666666667,-1.4000000000000001,50,0.48,-2.681712066212928,1.6129032258064515,-1.2499999999999998,91,False
keltner_fade#1_flat,keltner_fade,"{'trig': '15min', 'kc_mult': 2.0, 'tp_atr': 1.5, 'sl_atr': 2.0}",77,0.5974025974025974,-2.0683213033194106,2.566666666666667,-1.5,82,0.5487804878048781,-2.7227118834454482,2.6451612903225805,-1.5,159,False
keltner_fade#3_strength,keltner_fade,"{'trig': '30min', 'kc_mult': 2.0, 'tp_atr': 1.5, 'sl_atr': 2.0}",33,0.5454545454545454,4.538791982654086,1.1,-1.5,46,0.4782608695652174,-3.274267877203551,1.4838709677419355,-1.5,79,False
zscore_fade#0_strength,zscore_fade,"{'trig': '15min', 'n': 48, 'z_in': 2.0}",69,0.5652173913043478,1.9007772413428383,2.3,-1.5,77,0.5324675324675324,-3.2750924232185055,2.4838709677419355,-1.5,146,False
keltner_fade#4_strength,keltner_fade,"{'trig': '15min', 'kc_mult': 2.0, 'tp_atr': 1.5, 'sl_atr': 2.0, 'htf_flat': False}",67,0.5970149253731343,2.007978965854218,2.2333333333333334,-1.5,71,0.5070422535211268,-3.4111903190080497,2.2903225806451615,-1.5,138,False
keltner_fade#0_strength,keltner_fade,"{'trig': '15min', 'kc_mult': 1.5, 'tp_atr': 1.2, 'sl_atr': 1.8}",81,0.5061728395061729,-5.981276299091951,2.7,-1.5,80,0.525,-3.437971869491486,2.5806451612903225,-1.5,161,False
keltner_fade#0_oneshot,keltner_fade,"{'trig': '15min', 'kc_mult': 1.5, 'tp_atr': 1.2, 'sl_atr': 1.8}",27,0.5185185185185185,-3.6666666666666674,0.9,-1.0,29,0.5172413793103449,-4.0,0.9354838709677419,-1.0,56,False
ma_pullback#2_oneshot,ma_pullback,"{'trig': '30min', 'tp_atr': 2.0, 'sl_atr': 1.5}",10,0.4,-1.7375991713365948,0.3333333333333333,-1.0,16,0.375,-4.2022994181280895,0.5161290322580645,-1.0,26,False
ma_pullback#2_flat,ma_pullback,"{'trig': '30min', 'tp_atr': 2.0, 'sl_atr': 1.5}",16,0.375,-2.043288654748463,0.5333333333333333,-1.2000000000000002,24,0.375,-4.968562298849856,0.7741935483870968,-1.5,40,False
keltner_fade#4_flat,keltner_fade,"{'trig': '15min', 'kc_mult': 2.0, 'tp_atr': 1.5, 'sl_atr': 2.0, 'htf_flat': False}",88,0.5909090909090909,-0.9822326750827431,2.933333333333333,-1.5,96,0.5208333333333334,-5.029135589220639,3.096774193548387,-1.5,184,False
ma_pullback#1_oneshot,ma_pullback,"{'trig': '15min', 'tp_atr': 1.5, 'sl_atr': 1.5}",12,0.5,0.0,0.4,-1.0,25,0.4,-5.265633733122124,0.8064516129032258,-1.0,37,False
ma_pullback#0_oneshot,ma_pullback,"{'trig': '15min', 'tp_atr': 2.0, 'sl_atr': 1.5}",12,0.4166666666666667,-0.8408870067827996,0.4,-1.0,25,0.36,-5.275172937181467,0.8064516129032258,-1.0,37,False
zscore_fade#0_flat,zscore_fade,"{'trig': '15min', 'n': 48, 'z_in': 2.0}",93,0.5913978494623656,1.1522307231604805,3.1,-1.4000000000000001,99,0.5555555555555556,-5.424849266528657,3.193548387096774,-1.5,192,False
keltner_fade#0_flat,keltner_fade,"{'trig': '15min', 'kc_mult': 1.5, 'tp_atr': 1.2, 'sl_atr': 1.8}",104,0.5096153846153846,-5.613025623404,3.466666666666667,-1.5,112,0.5357142857142857,-5.5044656680348405,3.6129032258064515,-1.5,216,False
ma_pullback#0_flat,ma_pullback,"{'trig': '15min', 'tp_atr': 2.0, 'sl_atr': 1.5}",17,0.4117647058823529,-1.6408942530029993,0.5666666666666667,-0.8,43,0.3488372093023256,-5.689166505633957,1.3870967741935485,-1.5,60,False
ma_pullback#1_flat,ma_pullback,"{'trig': '15min', 'tp_atr': 1.5, 'sl_atr': 1.5}",18,0.5,-0.7720105664623073,0.6,-0.8,46,0.391304347826087,-6.139029061394936,1.4838709677419355,-1.5,64,False
